СсылкаНаТаблицу	ИмяПоля	ИмяПоляХранения	Метаданные	ТипДБ	
Соединений Number of users USRSCNT
Соединений Count of changes NETCHGCN
Системная Date of TM CURDATE
Системная Time of TM CURTIME
Системная ID Event On TA EVENTIDTA
Системная DB Sign DBSIGN
Системная UUID of DB set DBSETUUID
Системная Snap Shot Period SNAPSHPER
Системная Date of Account Tota ACCDATE
Системная FLAGS FLAGS
Константы Row ID ROW_ID
Константы ID obj(0-cons ) OBJID
Константы ID parameter ID
Константы Fix date DATE
Константы valume VALUE
Константы ID Document DOCID
Константы Time TIME
Константы Action No ACTNO
Константы LineNo LINENO_
Константы  TVALUE
Журналы Row ID ROW_ID
Журналы ID of Journal IDJOURNAL
Журналы ID Document IDDOC
Журналы ID Def Document IDDOCDEF
Журналы App code APPCODE
Журналы Date+Time+IDDoc DATE_TIME_IDDOC
Журналы Prefix Document No DNPREFIX
Журналы Document No DOCNO
Журналы Flag document is clo CLOSED
Журналы Doc is Marked for De ISMARK
Журналы Action counter ACTCNT
Журналы Version stamp VERSTAMP
Журналы Reg Action Flag RF639
Журналы Reg Action Flag RF464
Журналы Reg Action Flag RF4667
Журналы Reg Action Flag RF4674
Журналы Reg Action Flag RF635
Журналы Reg Action Flag RF3549
Журналы Reg Action Flag RF4343
Журналы Reg Action Flag RF405
Журналы Reg Action Flag RF328
Журналы Reg Action Flag RF351
Журналы Reg Action Flag RF2964
Журналы Reg Action Flag RF4335
Журналы Reg Action Flag RF4314
Журналы Reg Action Flag RF2351
Журналы Reg Action Flag RF438
Журналы Reg Action Flag RF4480
Журналы (P)Автор SP74
Журналы (P)Проект SP798
Журналы (P)Фирма SP4056
Журналы (P)ЮрЛицо SP5365
Журналы Flag document in seq DS1946
Журналы Flag document in seq DS4757
Журналы Flag document in seq DS5722
Ссылки.документов Row ID ROW_ID
Ссылки.документов Md ID of select MDID
Ссылки.документов Parent Value PARENTVAL
Ссылки.документов Child date CHILD_DATE_TIME_IDDOC
Ссылки.документов Child Doc ID CHILDID
Ссылки.документов Flags of refers FLAGS
Номеров.документов Prefix Document No DNPREFIX
Номеров.документов Document No DOCNO
Уникальности Type ID TYPEID
Уникальности Max Object ID MAXID
Справочник.Аналоги Row ID ROW_ID
Справочник.Аналоги ID object ID
Справочник.Аналоги object code CODE
Справочник.Аналоги object description DESCR
Справочник.Аналоги Parent in other tabl PARENTEXT
Справочник.Аналоги Object is Marked for ISMARK
Справочник.Аналоги Version stamp VERSTAMP
Справочник.Аналоги (P)Каталог SP553
Справочник.Аналоги (P)ИдентификаторВКат SP554
Справочник.Банки Row ID ROW_ID
Справочник.Банки ID object ID
Справочник.Банки ID parent obj PARENTID
Справочник.Банки object code CODE
Справочник.Банки object description DESCR
Справочник.Банки Is Line - Folder ISFOLDER
Справочник.Банки Object is Marked for ISMARK
